Name	Title	Method	Frequency	Units	Type	Last Download	Last Data Update	Thu 01-Dec-2022 18:13:21
TOTBUSSMNSA	Contributions to percent change in GDPNow: Real Change of Inventory Investment	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
MNFCTRIMNSA	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment: Business	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
RETAILIMNSA	Motor Vehicle Retail Sales: Foreign Light Weight Trucks	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
RETAILIRNSA	Motor Vehicle Retail Sales: Domestic Light Weight Trucks	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
TOTBUSIRNSA	Motor Vehicle Retail Sales: Foreign Autos	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
WHLSLRIMSA	Motor Vehicle Retail Sales: Domestic Autos	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
ISRATIO	Motor Vehicle Retail Sales: Light Weight Trucks	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPB5610CN	Motor Vehicle Retail Sales: Heavy Weight Trucks	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPB562A3CN	Motor Vehicle Retail Sales: Domestic and Foreign Autos	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPB5640CN	Domestic Auto Production	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPG2211N	Light Weight Vehicle Sales	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPG2212N	Total Vehicle Sales	NSA	Monthly	Thousands of Units	LIN	01-Dec-22	01-Oct-22	
IPG3111N	Light Weight Vehicle Sales: Autos and Light Trucks	SAAR	Monthly	Millions of Units	LIN	01-Dec-22	01-Oct-22	
IPG3112N	Personal current taxes	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG3114N	Personal outlays	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG31151N	Personal interest payments	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG3115N	"Compensation of Employees, Received: Wage and Salary Disbursements"	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG313A4N	Real personal income excluding current transfer receipts	SAAR	Monthly	Billions of Chained 2012 Dollars	LIN	01-Dec-22	01-Oct-22	
IPG315A6N	Population	NSA	Monthly	Thousands	LIN	01-Dec-22	01-Oct-22	
IPG321219N	Real Disposable Personal Income: Per Capita	SAAR	Monthly	Chained 2012 Dollars	LIN	01-Dec-22	01-Oct-22	
IPG3212A9N	Disposable Personal Income	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG32191N	Personal Saving	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG32199N	Real Personal Consumption Expenditures	SAAR	Monthly	Billions of Chained 2012 Dollars	LIN	01-Dec-22	01-Oct-22	
IPG3219N	Real Disposable Personal Income	SAAR	Monthly	Billions of Chained 2012 Dollars	LIN	01-Dec-22	01-Oct-22	
IPG3221NQ	Personal Consumption Expenditures	SAAR	Monthly	Billions of Dollars	LIN	01-Dec-22	01-Oct-22	
IPG322N	Personal Saving Rate	SAAR	Monthly	Percent	LIN	01-Dec-22	01-Oct-22	
IPG32711N	Quits: Wholesale Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG32712N	Total Separations: Wholesale Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3271A4A9N	Hires: Retail Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3271A9N	Quits: Retail Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3279N	Total Separations: Retail Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG327N	"Quits: Trade, Transportation, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3271N	"Total Separations: Trade, Transportation, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3311A2FN	Quits: Nondurable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG33141N	Total Separations: Nondurable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3314N	"Hires: Trade, Transportation, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3315N	Quits: Durable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3325N	Total Separations: Durable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG332991N	Hires: Nondurable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3329N	Job Openings: Nondurable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG333111N	Total Separations: Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG33311N	Hires: Durable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG33312N	Total Separations: Construction	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3331N	Hires: Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3332N	Hires: Mining and Logging	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3333A9N	Hires: Total Private	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3334N	Total Separations: Total Private	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3334T6N	Hires: Construction	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3336N	Quits: Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3341N	Hires: Wholesale Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3342N	Job Openings: Retail Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG3343N	Total Separations: Mining and Logging	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPB5610CS	Job Openings: Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPB562A3CS	Job Openings: Durable Goods Manufacturing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPB5640CS	"Job Openings: Trade, Transportation, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG2122S	Total Separations: Total Nonfarm	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG213S	Quits: Construction	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG21S	Job Openings: Wholesale Trade	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG2211A2S	"Hires: Transportation, Warehousing, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG2211S	Quits: Mining and Logging	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG2212S	Job Openings: Construction	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG311A2S	Job Openings: Total Private	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG311S	Job Openings: Mining and Logging	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG313A4S	Quits: Total Private	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG313S	Quits: Total Nonfarm	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG314S	Hires: Total Nonfarm	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG315A6S	"Job Openings: Transportation, Warehousing, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG315S	Job Openings: Total Nonfarm	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG316S	Quits: State and Local	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG321S	Total Separations: State and Local	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG322S	Hires: State and Local	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG324S	Quits: Federal	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG325212S	Total Separations: Federal	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG326S	Total Separations: Government	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPG32212N	Hires: Federal	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG327S	Quits: Government	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG3311A2S	Hires: Government	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG331S	Job Openings: Government	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG332S	Hires: Other Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG333S	Hires: Accommodation and Food Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG3341S	"Quits: Arts, Entertainment, and Recreation"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG3342S	"Total Separations: Arts, Entertainment, and Recreation"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG334S	"Hires: Arts, Entertainment, and Recreation"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG335S	"Job Openings: Arts, Entertainment, and Recreation"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG33611S	Total Separations: Leisure and Hospitality	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG3361T3S	Total Separations: Health Care and Social Assistance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG3364T9S	Hires: Leisure and Hospitality	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG337S	Total Separations: Professional and Business Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPG339S	Quits: Real Estate and Rental and Leasing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPGMFDS	Total Separations: Real Estate and Rental and Leasing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPGMFNS	Hires: Real Estate and Rental and Leasing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPGMFOS	Total Separations: Finance and Insurance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPGMFS	Hires: Financial Activities	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPHITEK2S	"Total Separations: Transportation, Warehousing, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPN2121S	Job Openings: State and Local	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG2122S	Job Openings: Accommodation and Food Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG2123S	Quits: Accommodation and Food Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG213S	Job Openings: Leisure and Hospitality	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG2212S	Quits: Leisure and Hospitality	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG312S	Quits: Health Care and Social Assistance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG316S	Hires: Professional and Business Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG325212S	Job Openings: Federal	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLG339S	Quits: Other Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLN2121S	Total Separations: Other Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPUTLX4HTMVS	Hires: Educational Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPX4HTK2S	Hires: Health Care and Social Assistance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPX4HTMVS	Quits: Financial Activities	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
CAPX50HTKS	Job Openings: Health Care and Social Assistance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51110N	Job Openings: Other Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51111N	Quits: Educational Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51112N	Total Separations: Educational Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51120N	Hires: Finance and Insurance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB511222N	Quits: Finance and Insurance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51122N	Job Openings: Professional and Business Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51123N	"Quits: Transportation, Warehousing, and Utilities"	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51210N	Job Openings: Real Estate and Rental and Leasing	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51211N	Job Openings: Financial Activities	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51212N	Job Openings: Finance and Insurance	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51214N	Job Openings: Educational Services	NSA	Monthly	Level in Thousands	LIN	30-Nov-22	01-Oct-22	
IPB51215N	"Advance Merchant Wholesale Inventories: Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Sales: Durable Goods Inventories"	NSA	Monthly	Millions of Dollars	LIN	30-Nov-22	01-Oct-22	
IPB51220N	"Advance Merchant Wholesale Inventories: Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Sales: Nondurable Goods Inventories"	NSA	Monthly	Millions of Dollars	LIN	30-Nov-22	01-Oct-22	
IPB51222N	"Advance Merchant Wholesale Inventories: Total Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Inventories"	NSA	Monthly	Millions of Dollars	LIN	30-Nov-22	01-Oct-22	
IPB52000N	"Treasury and Agency Securities, All Commercial Banks"	NSA	Monthly	Billions of U.S. Dollars	LIN	25-Nov-22	01-Oct-22	
IPB52110N	"Cash Assets, All Commercial Banks"	NSA	Monthly	Billions of U.S. Dollars	LIN	25-Nov-22	01-Oct-22	
IPB52120N	"Commercial and Industrial Loans, All Commercial Banks"	NSA	Monthly	Billions of U.S. Dollars	LIN	25-Nov-22	01-Oct-22	
IPB52130N	"Consumer Loans: Credit Cards and Other Revolving Plans, All Commercial Banks"	NSA	Monthly	Billions of U.S. Dollars	LIN	25-Nov-22	01-Oct-22	
IPB52131N	"Deposits, All Commercial Banks"	NSA	Monthly	Billions of U.S. Dollars	LIN	25-Nov-22	01-Oct-22	
IPB52132N	St. Louis Fed Economic News Index: Real GDP Nowcast	SAAR	Quarterly	Percent Change at Annual Rate	LIN	25-Nov-22	01-Oct-22	
IPB52200N	Coincident Economic Activity Index for the United States	SA	Monthly	Index 2007=100	LIN	23-Nov-22	01-Oct-22	
IPB52300N	"New Houses Sold by Stage of Construction, Total"	NSA	Monthly	Thousands of Units	LIN	23-Nov-22	01-Oct-22	
IPB53000N	New One Family Houses Sold: United States	NSA	Monthly	Thousands of Units	LIN	23-Nov-22	01-Oct-22	
IPB53100N	Median Sales Price for New Houses Sold in the United States	NSA	Monthly	Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53110N	Monthly Supply of New Houses in the United States	SA	Monthly	Months' Supply	LIN	23-Nov-22	01-Oct-22	
IPB53120N	Manufacturers' Total Inventories: Capital Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53121N	Manufacturers' Value of Shipments: Capital Goods	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53123N	Manufacturers' Unfilled Orders: Nondefense Capital Goods Excluding Aircraft	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53130N	Manufacturers' Total Inventories: Nondefense Aircraft and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53131N	Manufacturers' Unfilled Orders: Nondefense Aircraft and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53132N	Manufacturers' Value of Shipments: Nondefense Aircraft and Parts	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53200N	Manufacturers' Value of Shipments: Nondefense Capital Goods	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53210N	Manufacturers' Total Inventories: Nondefense Capital Goods Excluding Aircraft	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53220N	Manufacturers' Value of Shipments: Manufacturing with Unfilled Orders	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53230N	Manufacturers' Unfilled Orders: Motor Vehicles and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53240N	Manufacturers' Value of Shipments: Motor Vehicles and Parts	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53241N	Manufacturers' Unfilled Orders: Durable Goods Excluding Transportation	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53242N	Manufacturers' Value of Shipments: Durable Goods Excluding Transportation	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53300N	Manufacturers' Total Inventories: Defense Capital Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53310N	Manufacturers' Unfilled Orders: Defense Capital Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53320N	Manufacturers' Value of Shipments: Defense Capital Goods	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB53810N	Manufacturers' Total Inventories: Defense Aircraft and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPB54200N	Manufacturers' Unfilled Orders: Defense Aircraft and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPFPNSN	Manufacturers' Value of Shipments: Defense Aircraft and Parts	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPFUELN	Manufacturers' New Orders: Defense Capital Goods	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG2123N	Manufacturers' New Orders: Computers and Related Products	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG212N	Manufacturers' Total Inventories: Computers and Related Products	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG213N	Manufacturers' Unfilled Orders: Computers and Related Products	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG22111N	Manufacturers' Value of Shipments: Computers and Related Products	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG22112N	Manufacturers' New Orders: Defense Aircraft and Parts	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG311611T3N	"Manufacturers' Value of Shipments: Electrical Equipment, Appliances and Components"	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3116N	Manufacturers' New Orders: Transportation Equipment	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3119N	Manufacturers' Total Inventories: Transportation Equipment	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3121N	Manufacturers' Unfilled Orders: Transportation Equipment	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3122N	Manufacturers' Value of Shipments: Transportation Equipment	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG312N	Manufacturers' New Orders: Communications Equipment	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3133N	Manufacturers' Total Inventories: Communications Equipment	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG313N	Manufacturers' Unfilled Orders: Communications Equipment	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG31411N	Manufacturers' Value of Shipments: Communications Equipment	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3141N	"Manufacturers' Total Inventories: Electrical Equipment, Appliances and Components"	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3149N	"Manufacturers' Unfilled Orders: Electrical Equipment, Appliances and Components"	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG315N	Manufacturers' Value of Shipments: Machinery	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32222N	Manufacturers' Total Inventories: Computers and Electronic Products	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32223A9N	Manufacturers' Unfilled Orders: Computers and Electronic Products	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32411N	Manufacturers' Total Inventories: Primary Metals	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32411XN	Manufacturers' Unfilled Orders: Primary Metals	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32512T8N	Manufacturers' Value of Shipments: Primary Metals	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32513N	Manufacturers' Unfilled Orders: Fabricated Metal Products	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG325212N	Manufacturers' Value of Shipments: Fabricated Metal Products	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3255A9N	Manufacturers' New Orders: Primary Metals	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3255N	Manufacturers' Unfilled Orders: Nondefense Capital Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3255T9N	Manufacturers' Value of Shipments: Nondefense Capital Goods Excluding Aircraft	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3256N	Manufacturers' Unfilled Orders: Capital Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG3261N	Manufacturers' Total Inventories: Durable Goods	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32621N	Manufacturers' Total Inventories: Motor Vehicles and Parts	NSA	"Monthly, End of Period"	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
IPG32622A9N	Manufacturers' New Orders: Nondefense Aircraft and Parts	NSA	Monthly	Millions of Dollars	LIN	23-Nov-22	01-Oct-22	
