Release  Id : 325	Credit to Non-Financial Sector
CRDQARAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Argentina                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFICAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Finland                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFICAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Finland                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Finland                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Finland                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Finland                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Finland                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Finland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Finland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Finland                                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Finland                                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFINAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Finland                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFINAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Finland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Finland                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Finland                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Finland                                        P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFIPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Finland                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for France                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for France                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for France                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGAM770A                    Total Credit to General Government, Adjusted for Breaks, for France                                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for France                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for France                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for France                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for France                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for France                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for France                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for France                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for France                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for France                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for France                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for France                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for France                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QFRPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for France                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2CAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2CAM799A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2CAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GAM770A                    Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GAM799A                    Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GAN799A                    Nominal Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2GANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for G20 Economies                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2HAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for G20 Economies                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2HAM799A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for G20 Economies                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2HAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for G20 Economies                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2NAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for G20 Economies                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2NAM799A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for G20 Economies                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2NAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for G20 Economies                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PAM799A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for G20 Economies                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for G20 Economies                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PBM799A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for G20 Economies                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QG2PBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for G20 Economies                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for United Kingdom                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for United Kingdom                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for United Kingdom                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGAM770A                    Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for United Kingdom                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for United Kingdom                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for United Kingdom                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for United Kingdom                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for United Kingdom                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for United Kingdom                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for United Kingdom                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for United Kingdom                                 P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGBPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for United Kingdom                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Greece                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Greece                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Greece                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Greece                                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Greece                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Greece                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Greece                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Greece                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Greece                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Greece                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Greece                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Greece                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Greece                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Greece                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Greece                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Greece                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QGRPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Greece                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hong Kong SAR                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hong Kong SAR                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hong Kong SAR                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hong Kong SAR                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hong Kong SAR                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hong Kong SAR                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Hong Kong SAR                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Hong Kong SAR                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Hong Kong SAR                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Hong Kong SAR                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Hong Kong SAR                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Hong Kong SAR                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Hong Kong SAR                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHKPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Hong Kong SAR                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hungary                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hungary                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Hungary                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Hungary                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Hungary                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Hungary                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hungary                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hungary                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Hungary                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Hungary                                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Hungary                                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Hungary                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Hungary                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Hungary                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Hungary                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Hungary                                        P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QHUPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Hungary                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Indonesia                                                 P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Indonesia                                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Indonesia                                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Indonesia                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Indonesia                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Indonesia                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Indonesia                                                P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Indonesia                                                B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Indonesia                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Indonesia                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Indonesia                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Indonesia                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Indonesia                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIDPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Indonesia                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIECAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Ireland                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIECAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Ireland                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIECAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Ireland                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Ireland                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Ireland                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Ireland                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Ireland                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Ireland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Ireland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Ireland                                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Ireland                                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIENAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Ireland                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIENAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Ireland                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Ireland                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Ireland                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Ireland                                        P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QIEPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Ireland                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Israel                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Israel                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Israel                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Israel                                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Israel                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Israel                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Israel                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Israel                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Israel                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Israel                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Israel                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILHAMXDCA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Israel                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILHAMXDCU                    Total Credit to Households and NPISHs, Unadjusted for Breaks, for Israel                                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Israel                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Israel                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILNAMXDCA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Israel                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILNAMXDCU                    Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Israel                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Israel                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Israel                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPAMXDCA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Israel                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPAMXDCU                    Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Israel                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Israel                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Israel                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPBMXDCA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Israel                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QILPBMXDCU                    Credit to Private Non-Financial Sector by Banks, Unadjusted for Breaks, for Israel                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
